ds,servers,candidate_1,candidate_2,candidate_3
2023-05-22 07:18:17,8,12,0,0
2023-05-22 07:23:17,8,12,0,0
2023-05-22 07:28:17,8,12,0,0
2023-05-22 07:33:17,8,12,0,0
2023-05-22 07:38:17,8,12,0,0
2023-05-22 07:43:17,8,12,0,0
2023-05-22 07:48:17,8,12,0,0
2023-05-22 07:53:17,8,12,0,0
2023-05-22 07:58:17,8,12,0,0
2023-05-22 08:03:17,8,12,0,0
2023-05-22 08:08:17,8,12,0,0
2023-05-22 08:13:17,8,12,0,0
2023-05-22 08:18:17,8,11,0,0
2023-05-22 08:23:17,8,11,0,0
2023-05-22 08:28:17,8,11,0,0
2023-05-22 08:33:17,8,11,0,0
2023-05-22 08:38:17,8,11,0,0
2023-05-22 08:43:17,8,11,0,0
2023-05-22 08:48:17,7,11,0,0
2023-05-22 08:53:17,7,11,0,0
2023-05-22 08:58:17,7,11,0,0
2023-05-22 09:03:17,7,11,0,0
2023-05-22 09:08:17,7,11,0,0
2023-05-22 09:13:17,7,10,0,0
2023-05-22 09:18:17,7,10,0,0
2023-05-22 09:23:17,7,10,0,0
2023-05-22 09:28:17,7,10,0,0
2023-05-22 09:33:17,7,10,0,0
2023-05-22 09:38:17,7,10,0,0
2023-05-22 09:43:17,7,10,0,0
2023-05-22 09:48:17,7,10,0,0
2023-05-22 09:53:17,7,10,0,0
2023-05-22 09:58:17,7,10,0,0
2023-05-22 10:03:17,6,9,0,0
2023-05-22 10:08:17,6,9,0,0
2023-05-22 10:13:17,6,9,0,0
2023-05-22 10:18:17,6,9,0,0
2023-05-22 10:23:17,6,9,0,0
2023-05-22 10:28:17,6,9,0,0
2023-05-22 10:33:17,6,9,0,0
2023-05-22 10:38:17,6,9,0,0
2023-05-22 10:43:17,6,8,0,0
2023-05-22 10:48:17,6,8,0,0
2023-05-22 10:53:17,6,8,0,0
2023-05-22 10:58:17,6,8,0,0
2023-05-22 11:03:17,5,8,0,0
2023-05-22 11:08:17,5,8,0,0
2023-05-22 11:13:17,5,8,0,0
2023-05-22 11:18:17,5,8,0,0
2023-05-22 11:23:17,5,7,0,0
2023-05-22 11:28:17,5,7,0,0
2023-05-22 11:33:17,5,7,0,0
2023-05-22 11:38:17,5,7,0,0
2023-05-22 11:43:17,5,7,0,0
2023-05-22 11:48:17,5,7,0,0
2023-05-22 11:53:17,5,7,0,0
2023-05-22 11:58:17,5,7,0,0
2023-05-22 12:03:17,4,6,0,0
2023-05-22 12:08:17,4,6,0,0
2023-05-22 12:13:17,4,6,0,0
2023-05-22 12:18:17,4,6,0,0
2023-05-22 12:23:17,4,6,0,0
2023-05-22 12:28:17,4,6,0,0
2023-05-22 12:33:17,4,6,0,0
2023-05-22 12:38:17,4,6,0,0
2023-05-22 12:43:17,4,5,0,0
2023-05-22 12:48:17,4,5,0,0
2023-05-22 12:53:17,4,5,0,0
2023-05-22 12:58:17,3,5,0,0
2023-05-22 13:03:17,3,5,0,0
2023-05-22 13:08:17,3,5,0,0
2023-05-22 13:13:17,3,5,0,0
2023-05-22 13:18:17,3,4,0,0
2023-05-22 13:23:17,3,4,0,0
2023-05-22 13:28:17,3,4,0,0
2023-05-22 13:33:17,3,4,0,0
2023-05-22 13:38:17,3,4,0,0
2023-05-22 13:43:17,3,4,0,0
2023-05-22 13:48:17,3,4,0,0
2023-05-22 13:53:17,3,4,0,0
2023-05-22 13:58:17,3,4,0,0
2023-05-22 14:03:17,2,3,0,0
2023-05-22 14:08:17,2,3,0,0
2023-05-22 14:13:17,2,3,0,0
2023-05-22 14:18:17,2,3,0,0
2023-05-22 14:23:17,2,3,0,0
2023-05-22 14:28:17,2,3,0,0
2023-05-22 14:33:17,2,3,0,0
2023-05-22 14:38:17,2,3,0,0
2023-05-22 14:43:17,2,3,0,0
2023-05-22 14:48:17,2,2,0,0
2023-05-22 14:53:17,2,2,0,0
2023-05-22 14:58:17,2,2,0,0
2023-05-22 15:03:17,2,2,0,0
2023-05-22 15:08:17,2,2,0,0
2023-05-22 15:13:17,2,2,0,0
2023-05-22 15:18:17,1,2,0,0
2023-05-22 15:23:17,1,2,0,0
2023-05-22 15:28:17,1,2,0,0
2023-05-22 15:33:17,1,2,0,0
2023-05-22 15:38:17,1,2,0,0
2023-05-22 15:43:17,1,2,0,0
2023-05-22 15:48:17,1,1,0,0
2023-05-22 15:53:17,1,1,0,0
2023-05-22 15:58:17,1,1,0,0
2023-05-22 16:03:17,1,1,0,0
2023-05-22 16:08:17,1,1,0,0
2023-05-22 16:13:17,1,1,0,0
2023-05-22 16:18:17,1,1,0,0
2023-05-22 16:23:17,1,1,0,0
2023-05-22 16:28:17,1,1,0,0
2023-05-22 16:33:17,1,1,0,0
2023-05-22 16:38:17,1,1,0,0
2023-05-22 16:43:17,1,1,0,0
2023-05-22 16:48:17,1,1,0,0
2023-05-22 16:53:17,1,1,0,0
2023-05-22 16:58:17,1,1,0,0
2023-05-22 17:03:17,1,1,0,0
2023-05-22 17:08:17,1,1,0,0
2023-05-22 17:13:17,1,1,0,0
2023-05-22 17:18:17,1,1,0,0
2023-05-22 17:23:17,1,1,0,0
2023-05-22 17:28:17,1,1,0,0
2023-05-22 17:33:17,1,1,0,0
2023-05-22 17:38:17,1,1,0,0
2023-05-22 17:43:17,1,1,0,0
2023-05-22 17:48:17,1,1,0,0
2023-05-22 17:53:17,1,1,0,0
2023-05-22 17:58:17,1,1,0,0
2023-05-22 18:03:17,1,1,0,0
2023-05-22 18:08:17,1,1,0,0
2023-05-22 18:13:17,1,1,0,0
2023-05-22 18:18:17,1,1,0,0
2023-05-22 18:23:17,1,1,0,0
2023-05-22 18:28:17,1,1,0,0
2023-05-22 18:33:17,1,1,0,0
2023-05-22 18:38:17,1,1,0,0
2023-05-22 18:43:17,1,1,0,0
2023-05-22 18:48:17,1,1,0,0
2023-05-22 18:53:17,1,1,0,0
2023-05-22 18:58:17,1,1,0,0
2023-05-22 19:03:17,1,1,0,0
2023-05-22 19:08:17,1,1,0,0
2023-05-22 19:13:17,1,1,0,0
2023-05-22 19:18:17,1,1,0,0
2023-05-22 19:23:17,1,1,0,0
2023-05-22 19:28:17,1,1,0,0
2023-05-22 19:33:17,1,1,0,0
2023-05-22 19:38:17,1,1,0,0
2023-05-22 19:43:17,1,1,0,0
2023-05-22 19:48:17,1,1,0,0
2023-05-22 19:53:17,1,1,0,0
2023-05-22 19:58:17,1,1,0,0
2023-05-22 20:03:17,1,1,0,0
2023-05-22 20:08:17,1,1,0,0
2023-05-22 20:13:17,1,1,0,0
2023-05-22 20:18:17,1,2,0,0
2023-05-22 20:23:17,1,2,0,0
2023-05-22 20:28:17,1,2,0,0
2023-05-22 20:33:17,1,2,0,0
2023-05-22 20:38:17,1,2,0,0
2023-05-22 20:43:17,1,2,0,0
2023-05-22 20:48:17,2,2,0,0
2023-05-22 20:53:17,2,2,0,0
2023-05-22 20:58:17,2,2,0,0
2023-05-22 21:03:17,2,2,0,0
2023-05-22 21:08:17,2,2,0,0
2023-05-22 21:13:17,2,3,0,0
2023-05-22 21:18:17,2,3,0,0
2023-05-22 21:23:17,2,3,0,0
2023-05-22 21:28:17,2,3,0,0
2023-05-22 21:33:17,2,3,0,0
2023-05-22 21:38:17,2,3,0,0
2023-05-22 21:43:17,2,3,0,0
2023-05-22 21:48:17,2,3,0,0
2023-05-22 21:53:17,2,3,0,0
2023-05-22 21:58:17,2,3,0,0
2023-05-22 22:03:17,3,4,0,0
2023-05-22 22:08:17,3,4,0,0
2023-05-22 22:13:17,3,4,0,0
2023-05-22 22:18:17,3,4,0,0
2023-05-22 22:23:17,3,4,0,0
2023-05-22 22:28:17,3,4,0,0
2023-05-22 22:33:17,3,4,0,0
2023-05-22 22:38:17,3,4,0,0
2023-05-22 22:43:17,3,5,0,0
2023-05-22 22:48:17,3,5,0,0
2023-05-22 22:53:17,3,5,0,0
2023-05-22 22:58:17,3,5,0,0
2023-05-22 23:03:17,4,5,0,0
2023-05-22 23:08:17,4,5,0,0
2023-05-22 23:13:17,4,5,0,0
2023-05-22 23:18:17,4,5,0,0
2023-05-22 23:23:17,4,6,0,0
2023-05-22 23:28:17,4,6,0,0
2023-05-22 23:33:17,4,6,0,0
2023-05-22 23:38:17,4,6,0,0
2023-05-22 23:43:17,4,6,0,0
2023-05-22 23:48:17,4,6,0,0
2023-05-22 23:53:17,4,6,0,0
2023-05-22 23:58:17,4,6,0,0
2023-05-23 00:03:17,5,7,0,0
2023-05-23 00:08:17,5,7,0,0
2023-05-23 00:13:17,5,7,0,0
2023-05-23 00:18:17,5,7,0,0
2023-05-23 00:23:17,5,7,0,0
2023-05-23 00:28:17,5,7,0,0
2023-05-23 00:33:17,5,7,0,0
2023-05-23 00:38:17,5,7,0,0
2023-05-23 00:43:17,5,8,0,0
2023-05-23 00:48:17,5,8,0,0
2023-05-23 00:53:17,5,8,0,0
2023-05-23 00:58:17,6,8,0,0
2023-05-23 01:03:17,6,8,0,0
2023-05-23 01:08:17,6,8,0,0
2023-05-23 01:13:17,6,8,0,0
2023-05-23 01:18:17,6,9,0,0
2023-05-23 01:23:17,6,9,0,0
2023-05-23 01:28:17,6,9,0,0
2023-05-23 01:33:17,6,9,0,0
2023-05-23 01:38:17,6,9,0,0
2023-05-23 01:43:17,6,9,0,0
2023-05-23 01:48:17,6,9,0,0
2023-05-23 01:53:17,6,9,0,0
2023-05-23 01:58:17,6,9,0,0
2023-05-23 02:03:17,7,10,0,0
2023-05-23 02:08:17,7,10,0,0
2023-05-23 02:13:17,7,10,0,0
2023-05-23 02:18:17,7,10,0,0
2023-05-23 02:23:17,7,10,0,0
2023-05-23 02:28:17,7,10,0,0
2023-05-23 02:33:17,7,10,0,0
2023-05-23 02:38:17,7,10,0,0
2023-05-23 02:43:17,7,10,0,0
2023-05-23 02:48:17,7,11,0,0
2023-05-23 02:53:17,7,11,0,0
2023-05-23 02:58:17,7,11,0,0
2023-05-23 03:03:17,7,11,0,0
2023-05-23 03:08:17,7,11,0,0
2023-05-23 03:13:17,7,11,0,0
2023-05-23 03:18:17,8,11,0,0
2023-05-23 03:23:17,8,11,0,0
2023-05-23 03:28:17,8,11,0,0
2023-05-23 03:33:17,8,11,0,0
2023-05-23 03:38:17,8,11,0,0
2023-05-23 03:43:17,8,11,0,0
2023-05-23 03:48:17,8,12,0,0
2023-05-23 03:53:17,8,12,0,0
2023-05-23 03:58:17,8,12,0,0
2023-05-23 04:03:17,8,12,0,0
2023-05-23 04:08:17,8,12,0,0
2023-05-23 04:13:17,8,12,0,0
2023-05-23 04:18:17,8,12,0,0
2023-05-23 04:23:17,8,12,0,0
2023-05-23 04:28:17,8,12,0,0
2023-05-23 04:33:17,8,12,0,0
2023-05-23 04:38:17,8,12,0,0
2023-05-23 04:43:17,8,12,0,0
2023-05-23 04:48:17,8,12,0,0
2023-05-23 04:53:17,8,12,0,0
2023-05-23 04:58:17,8,12,0,0
2023-05-23 05:03:17,8,12,0,0
2023-05-23 05:08:17,8,12,0,0
2023-05-23 05:13:17,8,12,0,0
2023-05-23 05:18:17,8,12,0,0
2023-05-23 05:23:17,8,12,0,0
2023-05-23 05:28:17,8,12,0,0
2023-05-23 05:33:17,8,12,0,0
2023-05-23 05:38:17,8,12,0,0
2023-05-23 05:43:17,8,12,0,0
2023-05-23 05:48:17,8,12,0,0
2023-05-23 05:53:17,8,12,0,0
2023-05-23 05:58:17,8,12,0,0
2023-05-23 06:03:17,8,12,0,0
2023-05-23 06:08:17,8,12,0,0
2023-05-23 06:13:17,8,12,0,0
2023-05-23 06:18:17,8,12,0,0
2023-05-23 06:23:17,8,12,0,0
2023-05-23 06:28:17,8,12,0,0
2023-05-23 06:33:17,8,12,0,0
2023-05-23 06:38:17,8,12,0,0
2023-05-23 06:43:17,8,12,0,0
2023-05-23 06:48:17,8,12,0,0
2023-05-23 06:53:17,8,12,0,0
2023-05-23 06:58:17,8,12,0,0
2023-05-23 07:03:17,8,12,0,0
2023-05-23 07:08:17,8,12,0,0
2023-05-23 07:13:17,8,12,0,0
2023-05-23 07:18:17,8,12,0,0
2023-05-23 07:23:17,8,12,0,0
2023-05-23 07:28:17,8,12,0,0
2023-05-23 07:33:17,8,12,0,0
2023-05-23 07:38:17,8,12,0,0
2023-05-23 07:43:17,8,12,0,0
2023-05-23 07:48:17,8,12,0,0
2023-05-23 07:53:17,8,12,0,0
2023-05-23 07:58:17,8,12,0,0
2023-05-23 08:03:17,8,12,0,0
2023-05-23 08:08:17,8,12,0,0
2023-05-23 08:13:17,8,12,0,0
2023-05-23 08:18:17,8,11,0,0
2023-05-23 08:23:17,8,11,0,0
2023-05-23 08:28:17,8,11,0,0
2023-05-23 08:33:17,8,11,0,0
2023-05-23 08:38:17,8,11,0,0
2023-05-23 08:43:17,8,11,0,0
2023-05-23 08:48:17,7,11,0,0
2023-05-23 08:53:17,7,11,0,0
2023-05-23 08:58:17,7,11,0,0
2023-05-23 09:03:17,7,11,0,0
2023-05-23 09:08:17,7,11,0,0
2023-05-23 09:13:17,7,10,0,0
2023-05-23 09:18:17,7,10,0,0
2023-05-23 09:23:17,7,10,0,0
2023-05-23 09:28:17,7,10,0,0
2023-05-23 09:33:17,7,10,0,0
2023-05-23 09:38:17,7,10,0,0
2023-05-23 09:43:17,7,10,0,0
2023-05-23 09:48:17,7,10,0,0
2023-05-23 09:53:17,7,10,0,0
2023-05-23 09:58:17,7,10,0,0
2023-05-23 10:03:17,6,9,0,0
2023-05-23 10:08:17,6,9,0,0
2023-05-23 10:13:17,6,9,0,0
2023-05-23 10:18:17,6,9,0,0
2023-05-23 10:23:17,6,9,0,0
2023-05-23 10:28:17,6,9,0,0
2023-05-23 10:33:17,6,9,0,0
2023-05-23 10:38:17,6,9,0,0
2023-05-23 10:43:17,6,8,0,0
2023-05-23 10:48:17,6,8,0,0
2023-05-23 10:53:17,6,8,0,0
2023-05-23 10:58:17,6,8,0,0
2023-05-23 11:03:17,5,8,0,0
2023-05-23 11:08:17,5,8,0,0
2023-05-23 11:13:17,5,8,0,0
2023-05-23 11:18:17,5,8,0,0
2023-05-23 11:23:17,5,7,0,0
2023-05-23 11:28:17,5,7,0,0
2023-05-23 11:33:17,5,7,0,0
2023-05-23 11:38:17,5,7,0,0
2023-05-23 11:43:17,5,7,0,0
2023-05-23 11:48:17,5,7,0,0
2023-05-23 11:53:17,5,7,0,0
2023-05-23 11:58:17,5,7,0,0
2023-05-23 12:03:17,4,6,0,0
2023-05-23 12:08:17,4,6,0,0
2023-05-23 12:13:17,4,6,0,0
2023-05-23 12:18:17,4,6,0,0
2023-05-23 12:23:17,4,6,0,0
2023-05-23 12:28:17,4,6,0,0
2023-05-23 12:33:17,4,6,0,0
2023-05-23 12:38:17,4,6,0,0
2023-05-23 12:43:17,4,5,0,0
2023-05-23 12:48:17,4,5,0,0
2023-05-23 12:53:17,4,5,0,0
2023-05-23 12:58:17,3,5,0,0
2023-05-23 13:03:17,3,5,0,0
2023-05-23 13:08:17,3,5,0,0
2023-05-23 13:13:17,3,5,0,0
2023-05-23 13:18:17,3,4,0,0
2023-05-23 13:23:17,3,4,0,0
2023-05-23 13:28:17,3,4,0,0
2023-05-23 13:33:17,3,4,0,0
2023-05-23 13:38:17,3,4,0,0
2023-05-23 13:43:17,3,4,0,0
2023-05-23 13:48:17,3,4,0,0
2023-05-23 13:53:17,3,4,0,0
2023-05-23 13:58:17,3,4,0,0
2023-05-23 14:03:17,2,3,0,0
2023-05-23 14:08:17,2,3,0,0
2023-05-23 14:13:17,2,3,0,0
2023-05-23 14:18:17,2,3,0,0
2023-05-23 14:23:17,2,3,0,0
2023-05-23 14:28:17,2,3,0,0
2023-05-23 14:33:17,2,3,0,0
2023-05-23 14:38:17,2,3,0,0
2023-05-23 14:43:17,2,3,0,0
2023-05-23 14:48:17,2,2,0,0
2023-05-23 14:53:17,2,2,0,0
2023-05-23 14:58:17,2,2,0,0
2023-05-23 15:03:17,2,2,0,0
2023-05-23 15:08:17,2,2,0,0
2023-05-23 15:13:17,2,2,0,0
2023-05-23 15:18:17,1,2,0,0
2023-05-23 15:23:17,1,2,0,0
2023-05-23 15:28:17,1,2,0,0
2023-05-23 15:33:17,1,2,0,0
2023-05-23 15:38:17,1,2,0,0
2023-05-23 15:43:17,1,2,0,0
2023-05-23 15:48:17,1,1,0,0
2023-05-23 15:53:17,1,1,0,0
2023-05-23 15:58:17,1,1,0,0
2023-05-23 16:03:17,1,1,0,0
2023-05-23 16:08:17,1,1,0,0
2023-05-23 16:13:17,1,1,0,0
2023-05-23 16:18:17,1,1,0,0
2023-05-23 16:23:17,1,1,0,0
2023-05-23 16:28:17,1,1,0,0
2023-05-23 16:33:17,1,1,0,0
2023-05-23 16:38:17,1,1,0,0
2023-05-23 16:43:17,1,1,0,0
2023-05-23 16:48:17,1,1,0,0
2023-05-23 16:53:17,1,1,0,0
2023-05-23 16:58:17,1,1,0,0
2023-05-23 17:03:17,1,1,0,0
2023-05-23 17:08:17,1,1,0,0
2023-05-23 17:13:17,1,1,0,0
2023-05-23 17:18:17,1,1,0,0
2023-05-23 17:23:17,1,1,0,0
2023-05-23 17:28:17,1,1,0,0
2023-05-23 17:33:17,1,1,0,0
2023-05-23 17:38:17,1,1,0,0
2023-05-23 17:43:17,1,1,0,0
2023-05-23 17:48:17,1,1,0,0
2023-05-23 17:53:17,1,1,0,0
2023-05-23 17:58:17,1,1,0,0
2023-05-23 18:03:17,1,1,0,0
2023-05-23 18:08:17,1,1,0,0
2023-05-23 18:13:17,1,1,0,0
2023-05-23 18:18:17,1,1,0,0
2023-05-23 18:23:17,1,1,0,0
2023-05-23 18:28:17,1,1,0,0
2023-05-23 18:33:17,1,1,0,0
2023-05-23 18:38:17,1,1,0,0
2023-05-23 18:43:17,1,1,0,0
2023-05-23 18:48:17,1,1,0,0
2023-05-23 18:53:17,1,1,0,0
2023-05-23 18:58:17,1,1,0,0
2023-05-23 19:03:17,1,1,0,0
2023-05-23 19:08:17,1,1,0,0
2023-05-23 19:13:17,1,1,0,0
2023-05-23 19:18:17,1,1,0,0
2023-05-23 19:23:17,1,1,0,0
2023-05-23 19:28:17,1,1,0,0
2023-05-23 19:33:17,1,1,0,0
2023-05-23 19:38:17,1,1,0,0
2023-05-23 19:43:17,1,1,0,0
2023-05-23 19:48:17,1,1,0,0
2023-05-23 19:53:17,1,1,0,0
2023-05-23 19:58:17,1,1,0,0
2023-05-23 20:03:17,1,1,0,0
2023-05-23 20:08:17,1,1,0,0
2023-05-23 20:13:17,1,1,0,0
2023-05-23 20:18:17,1,2,0,0
2023-05-23 20:23:17,1,2,0,0
2023-05-23 20:28:17,1,2,0,0
2023-05-23 20:33:17,1,2,0,0
2023-05-23 20:38:17,1,2,0,0
2023-05-23 20:43:17,1,2,0,0
2023-05-23 20:48:17,2,2,0,0
2023-05-23 20:53:17,2,2,0,0
2023-05-23 20:58:17,2,2,0,0
2023-05-23 21:03:17,2,2,0,0
2023-05-23 21:08:17,2,2,0,0
2023-05-23 21:13:17,2,3,0,0
2023-05-23 21:18:17,2,3,0,0
2023-05-23 21:23:17,2,3,0,0
2023-05-23 21:28:17,2,3,0,0
2023-05-23 21:33:17,2,3,0,0
2023-05-23 21:38:17,2,3,0,0
2023-05-23 21:43:17,2,3,0,0
2023-05-23 21:48:17,2,3,0,0
2023-05-23 21:53:17,2,3,0,0
2023-05-23 21:58:17,2,3,0,0
2023-05-23 22:03:17,3,4,0,0
2023-05-23 22:08:17,3,4,0,0
2023-05-23 22:13:17,3,4,0,0
2023-05-23 22:18:17,3,4,0,0
2023-05-23 22:23:17,3,4,0,0
2023-05-23 22:28:17,3,4,0,0
2023-05-23 22:33:17,3,4,0,0
2023-05-23 22:38:17,3,4,0,0
2023-05-23 22:43:17,3,5,0,0
2023-05-23 22:48:17,3,5,0,0
2023-05-23 22:53:17,3,5,0,0
2023-05-23 22:58:17,3,5,0,0
2023-05-23 23:03:17,4,5,0,0
2023-05-23 23:08:17,4,5,0,0
2023-05-23 23:13:17,4,5,0,0
2023-05-23 23:18:17,4,5,0,0
2023-05-23 23:23:17,4,6,0,0
2023-05-23 23:28:17,4,6,0,0
2023-05-23 23:33:17,4,6,0,0
2023-05-23 23:38:17,4,6,0,0
2023-05-23 23:43:17,4,6,0,0
2023-05-23 23:48:17,4,6,0,0
2023-05-23 23:53:17,4,6,0,0
2023-05-23 23:58:17,4,6,0,0
2023-05-24 00:03:17,5,7,0,0
2023-05-24 00:08:17,5,7,0,0
2023-05-24 00:13:17,5,7,0,0
2023-05-24 00:18:17,5,7,0,0
2023-05-24 00:23:17,5,7,0,0
2023-05-24 00:28:17,5,7,0,0
2023-05-24 00:33:17,5,7,0,0
2023-05-24 00:38:17,5,7,0,0
2023-05-24 00:43:17,5,8,0,0
2023-05-24 00:48:17,5,8,0,0
2023-05-24 00:53:17,5,8,0,0
2023-05-24 00:58:17,6,8,0,0
2023-05-24 01:03:17,6,8,0,0
2023-05-24 01:08:17,6,8,0,0
2023-05-24 01:13:17,6,8,0,0
2023-05-24 01:18:17,6,9,0,0
2023-05-24 01:23:17,6,9,0,0
2023-05-24 01:28:17,6,9,0,0
2023-05-24 01:33:17,6,9,0,0
2023-05-24 01:38:17,6,9,0,0
2023-05-24 01:43:17,6,9,0,0
2023-05-24 01:48:17,6,9,0,0
2023-05-24 01:53:17,6,9,0,0
2023-05-24 01:58:17,6,9,0,0
2023-05-24 02:03:17,7,10,0,0
2023-05-24 02:08:17,7,10,0,0
2023-05-24 02:13:17,7,10,0,0
2023-05-24 02:18:17,7,10,0,0
2023-05-24 02:23:17,7,10,0,0
2023-05-24 02:28:17,7,10,0,0
2023-05-24 02:33:17,7,10,0,0
2023-05-24 02:38:17,7,10,0,0
2023-05-24 02:43:17,7,10,0,0
2023-05-24 02:48:17,7,11,0,0
2023-05-24 02:53:17,7,11,0,0
2023-05-24 02:58:17,7,11,0,0
2023-05-24 03:03:17,7,11,0,0
2023-05-24 03:08:17,7,11,0,0
2023-05-24 03:13:17,7,11,0,0
2023-05-24 03:18:17,8,11,0,0
2023-05-24 03:23:17,8,11,0,0
2023-05-24 03:28:17,8,11,0,0
2023-05-24 03:33:17,8,11,0,0
2023-05-24 03:38:17,8,11,0,0
2023-05-24 03:43:17,8,11,0,0
2023-05-24 03:48:17,8,12,0,0
2023-05-24 03:53:17,8,12,0,0
2023-05-24 03:58:17,8,12,0,0
2023-05-24 04:03:17,8,12,0,0
2023-05-24 04:08:17,8,12,0,0
2023-05-24 04:13:17,8,12,0,0
2023-05-24 04:18:17,8,12,0,0
2023-05-24 04:23:17,8,12,0,0
2023-05-24 04:28:17,8,12,0,0
2023-05-24 04:33:17,8,12,0,0
2023-05-24 04:38:17,8,12,0,0
2023-05-24 04:43:17,8,12,0,0
2023-05-24 04:48:17,8,12,0,0
2023-05-24 04:53:17,8,12,0,0
2023-05-24 04:58:17,8,12,0,0
2023-05-24 05:03:17,8,12,0,0
2023-05-24 05:08:17,8,12,0,0
2023-05-24 05:13:17,8,12,0,0
2023-05-24 05:18:17,8,12,0,0
2023-05-24 05:23:17,8,12,0,0
2023-05-24 05:28:17,8,12,0,0
2023-05-24 05:33:17,8,12,0,0
2023-05-24 05:38:17,8,12,0,0
2023-05-24 05:43:17,8,12,0,0
2023-05-24 05:48:17,8,12,0,0
2023-05-24 05:53:17,8,12,0,0
2023-05-24 05:58:17,8,12,0,0
2023-05-24 06:03:17,8,12,0,0
2023-05-24 06:08:17,8,12,0,0
2023-05-24 06:13:17,8,12,0,0
2023-05-24 06:18:17,8,12,0,0
2023-05-24 06:23:17,8,12,0,0
2023-05-24 06:28:17,8,12,0,0
2023-05-24 06:33:17,8,12,0,0
2023-05-24 06:38:17,8,12,0,0
2023-05-24 06:43:17,8,12,0,0
2023-05-24 06:48:17,8,12,0,0
2023-05-24 06:53:17,8,12,0,0
2023-05-24 06:58:17,8,12,0,0
2023-05-24 07:03:17,8,12,0,0
2023-05-24 07:08:17,8,12,0,0
2023-05-24 07:13:17,8,12,0,0
2023-05-24 07:18:17,8,12,0,0
2023-05-24 07:23:17,8,12,0,0
2023-05-24 07:28:17,8,12,0,0
2023-05-24 07:33:17,8,12,0,0
2023-05-24 07:38:17,8,12,0,0
2023-05-24 07:43:17,8,12,0,0
2023-05-24 07:48:17,8,12,0,0
2023-05-24 07:53:17,8,12,0,0
2023-05-24 07:58:17,8,12,0,0
2023-05-24 08:03:17,8,12,0,0
2023-05-24 08:08:17,8,12,0,0
2023-05-24 08:13:17,8,12,0,0
2023-05-24 08:18:17,8,11,0,0
2023-05-24 08:23:17,8,11,0,0
2023-05-24 08:28:17,8,11,0,0
2023-05-24 08:33:17,8,11,0,0
2023-05-24 08:38:17,8,11,0,0
2023-05-24 08:43:17,8,11,0,0
2023-05-24 08:48:17,7,11,0,0
2023-05-24 08:53:17,7,11,0,0
2023-05-24 08:58:17,7,11,0,0
2023-05-24 09:03:17,7,11,0,0
2023-05-24 09:08:17,7,11,0,0
2023-05-24 09:13:17,7,10,0,0
2023-05-24 09:18:17,7,10,0,0
2023-05-24 09:23:17,7,10,0,0
2023-05-24 09:28:17,7,10,0,0
2023-05-24 09:33:17,7,10,0,0
2023-05-24 09:38:17,7,10,0,0
2023-05-24 09:43:17,7,10,0,0
2023-05-24 09:48:17,7,10,0,0
2023-05-24 09:53:17,7,10,0,0
2023-05-24 09:58:17,7,10,0,0
2023-05-24 10:03:17,6,9,0,0
2023-05-24 10:08:17,6,9,0,0
2023-05-24 10:13:17,6,9,0,0
2023-05-24 10:18:17,6,9,0,0
2023-05-24 10:23:17,6,9,0,0
2023-05-24 10:28:17,6,9,0,0
2023-05-24 10:33:17,6,9,0,0
2023-05-24 10:38:17,6,9,0,0
2023-05-24 10:43:17,6,8,0,0
2023-05-24 10:48:17,6,8,0,0
2023-05-24 10:53:17,6,8,0,0
2023-05-24 10:58:17,6,8,0,0
2023-05-24 11:03:17,5,8,0,0
2023-05-24 11:08:17,5,8,0,0
2023-05-24 11:13:17,5,8,0,0
2023-05-24 11:18:17,5,8,0,0
2023-05-24 11:23:17,5,7,0,0
2023-05-24 11:28:17,5,7,0,0
2023-05-24 11:33:17,5,7,0,0
2023-05-24 11:38:17,5,7,0,0
2023-05-24 11:43:17,5,7,0,0
2023-05-24 11:48:17,5,7,0,0
2023-05-24 11:53:17,5,7,0,0
2023-05-24 11:58:17,5,7,0,0
2023-05-24 12:03:17,4,6,0,0
2023-05-24 12:08:17,4,6,0,0
2023-05-24 12:13:17,4,6,0,0
2023-05-24 12:18:17,4,6,0,0
2023-05-24 12:23:17,4,6,0,0
2023-05-24 12:28:17,4,6,0,0
2023-05-24 12:33:17,4,6,0,0
2023-05-24 12:38:17,4,6,0,0
2023-05-24 12:43:17,4,5,0,0
2023-05-24 12:48:17,4,5,0,0
2023-05-24 12:53:17,4,5,0,0
2023-05-24 12:58:17,3,5,0,0
2023-05-24 13:03:17,3,5,0,0
2023-05-24 13:08:17,3,5,0,0
2023-05-24 13:13:17,3,5,0,0
2023-05-24 13:18:17,3,4,0,0
2023-05-24 13:23:17,3,4,0,0
2023-05-24 13:28:17,3,4,0,0
2023-05-24 13:33:17,3,4,0,0
2023-05-24 13:38:17,3,4,0,0
2023-05-24 13:43:17,3,4,0,0
2023-05-24 13:48:17,3,4,0,0
2023-05-24 13:53:17,3,4,0,0
2023-05-24 13:58:17,3,4,0,0
2023-05-24 14:03:17,2,3,0,0
2023-05-24 14:08:17,2,3,0,0
2023-05-24 14:13:17,2,3,0,0
2023-05-24 14:18:17,2,3,0,0
2023-05-24 14:23:17,2,3,0,0
2023-05-24 14:28:17,2,3,0,0
2023-05-24 14:33:17,2,3,0,0
2023-05-24 14:38:17,2,3,0,0
